content,tweet_id,polarity
"Que chulada ;-)) RT @RUTASGASTRONOMI: Donut Factory, una máquina para hacer donuts mini http://t.co/XxlZBNjm vía @directopaladar",153550487650697216,P
"Lo que NO necesitamos ahora: gobernar ""como si"" se siguiera en la oposición y hacer oposición ""como si"" nunca se hubiera gobernado.",153743299608453120,NEU
A Madrid ;-)) (@ Estación de Málaga-María Zambrano) http://t.co/pr7ifew7,153744042549719040,P
Increíble y vergonzoso  esta es la Justicia q tenemos.. RT @Absolutexe RT @almudenanegro: Esto es vergonzoso http://t.co/2ragNSvJ,153836209913856000,N
"Griñán se siente frustrado, ya que en ningún caso, por parte del Gobierno de Rajoy va a encontrar recortes sociales http://t.co/zdGKlXGx",153855862727909377,NEU
Mañana a las 9:30h en la Sala de Columnas del Edificio Pignatelli presidiré la toma de posesión de José Luis (cont) http://t.co/T4O3FAxg,153897441056407553,NONE
y como siempre no me entero de nada y esto no funciona (o viceversa) (@ssantiagosegura live on http://t.co/dASsaAXb),153906215838167040,N
"espero que mañana salga mejordesde el teatro, alguien ve algo? (@ssantiagosegura live on http://t.co/dASsaAXb)",153906535473483776,N
"RT @i_roman: Alto cargo de Garmendia, señalado por desviar dinero público a empresas de su familia http://t.co/RLRphhpu CorruPSOE de 200 ...",153983463794552832,N
"Marco, no tenia madre, y se pasaba la vida buscandola...",153985443795443712,N
Buenos días. Una cosa es q el nuevo gobierno haya roto su programa electoral y otra q se haya hecho socialista como dice cierta derecha!,154085703028965376,N
Hoy partido!!! Madrid-Malaga que ganas...;-),154212603432927232,P
"El concierto de Cáceres es el 2 de marzo,  y las entradas salen a la venta el 23 de enero. saludos.",154234085852725248,NONE
"Nada, una barquita de El Retiro, lomismo. http://t.co/TB2Yz8N1",154244005335539712,N
"Alemania bendice los recortes. ¿Intervención, supervisión, tutela, monitorización? ¿No son eufemismos? @TelediarioInter 20:30",154272744945631232,N
"Empezamos ya!!! Ya sabeis, si quereis información con criterio, @TelediarioInter 20:30 es vuestro Telediario",154280269510230016,P
;-))))))))))) RT @jarodriguez77: @mariviromero Goooolll del málaga 0-2. Con un par!!!!!!,154323118788313089,P
Yo le he pedido a los Reyes una embajada en las Bahamas de la república independiente de mi casa. Colara? #ReyesMagos http://t.co/6CJRZlZq,154333742394114048,P
"Después de la mítica #merendolatuitera  cenando en ""Jamón y Churrasco"" aberronchilmente! http://t.co/Fe694NY9",154337156448526336,P
Teníamos que volver al gol y a la victoria. Y lo hicimos. Fuimos prácticos y contundentes. Ahora a prepararse para el clásico.,154339404486418432,P
Problemas presupuestarios frenan el desmantelamiento de Los Asperones http://t.co/BBetl38n via @elmundoes,154487058700845056,N
Hay vida más allá de iPhone http://t.co/xLLaWXze  Si?,154489493037129728,P
“@aeccMadrid: Hazte fan de nuestra página de Facebook: http://t.co/jJZJqX8i Gracias!! #contraelcancer”,154506006636933121,P
"Entre 2008 y 2010 Andalucía redujo gasto no financiero en un 7,5%, sin recortar derechos. Resto CCAA lo aumentaron 2,5%. (datos MEH)",154538876046802944,P
"Ahora en @SextaNoticias, @martajar recuerda el primer NODO 4/01/1943  y @bvidales lo último en @PSOE de Rubalcaba y @CarmeChacon2011",154555823333457920,NONE
"Felicidades! “@pau: Me mandan el resumen del primer mes de Bananity, aquí: http://t.co/GWGOELd7 1 millón de loves y hates!”",154631410513223681,P
"y ahora, a rne, a 24 horas, con iñigo alfonso, a tertuliear con mis amigos pazos y casanova, qué lujazo",154661740678885376,P
Mañana estaré con @mrtfernandez y equipazo en @mananascuatro comentando el nuevo paquete d medidas económicas del gobierno d @marianorajoy,154699359819280384,P
Matando el tiempo en Moncloa. Aún sin hora para la rueda de prensa tras el Consejo de Ministros,154908891342319617,NONE
13.56 y no hay ni SMS con hora y protagonistas de la rueda de prensa posterior al Consejo de Ministros. #Consejoextralargo,154909188236128257,N
"El nuevo delegado del Gobierno en Galicia, Samuel Juárez, obliga al presidente gallego a prescindir de otro conselleiro, el de Medio Rural.",154923846594596864,NEU
Ahora es presidente y sigue sin comparecer. Como dice @MunozEncinas medidas extraordinarias necesitan explicaciones extraordinarias.,154937607783071744,N
"Se incrementa el objetivo contra el fraude un 8,6%; pero cae respecto a lo realizado casi un 20%. ¿Ambición?",154969591825702913,N
Los españoles confían en el gobierno Rajoy para sacar a España de la crisis. @TelediarioInter 20:30,155002084012474368,P
Buen día d #Reyes! Mi columna hoy en @LARAZON_es .. el segundo asalto d @marianorajoy contra la crisis. Ni un respiro. http://t.co/JaUNFppu,155225589295493120,P
No doy abasto para contestar a los que habéis recibido de regalo #ElPrimerNaufragio. Espero que lo disfrutéis. Me voy a la redacción.,155247490797551616,P
"@carlosecue @joseprecedo @fgarea Pues hay que mantener el espíritu crítico, porque sin él ni me imagino cómo serían las cosas",155282087669272576,P
Me encanta la carroza de Bsltasar de la cabalgata de Ciudad Jardin y Palmilla ;-))) hay cientos de peques aquí http://t.co/llCqhPoU,155328789713395712,P
“@javiercasqueiro: El roscón http://t.co/3ezZ5L5n” que nunca te pasen a la sección de fotografía ,155368920931516416,N
En nuestro programa electoral para #Andalucia el empleo será el eje básico http://t.co/Kh0qfu0H,155589023631552512,P
Encuesta en Escolar.net: ¿Rubalcaba o Chacón? http://t.co/hoAtXrCM,155593609914224640,NEU
RT @Israel_Garcia: Social Media es Hoy - El Mañana es Human Media: Tendencias Humano-Tecnológicas http://t.co/6rKIt6Po,155603356503646208,P
¿Y un debate público entre Rubalcaba y Chacón como hacen los socialistas franceses o en las primarias norteamericanas? ¿Serían capaces?,155622452242821120,P
@sonsolesonega @Vicky_Bendito @aprensamadrid No estaría mal aunque la experiencia  no dice que va poca gente. ¿Quereis que la convoquemos?,155623055182405633,P
#Chacón compra el termino de @pedroj_ramirez HACHAZO FISCAL,155628880898699264,P
"Aquí tenéis una foto con @_Rubalcaba_ en Valladolid, gran discurso y buen ambiente #Rubalcaba38 http://t.co/wFjok52H",155630072064253952,P
Jajaaja no creo china.. RT @ChinaLoreto: Que estara cantando? Una nueva? @DAVIDASCANIO1 @lasanchez @AlejandroSanz http://t.co/92dj8BfO,155741123132923905,P
"Simeone, dimisión ya.",155755209212182528,N
Buenos días. Es ahora cuando empiezan las rebajas de...kilos?!,155904045180129282,P
"B. Días. Según el sondeo de EP, el 53% de los ciudadanos apoya las medidas de Rajoy y un 60% cree q el gobierno sabe lo q hace. No está mal",155958702074101760,P
A los buenos diassssss,155972933234335745,P
"Esperanza Aguirre nunca defrauda: según El Mundo, estudia bajar el tramo autonómico del IRPF dejando todavía mas en entredicho a Rajoy.",156151239544029184,P
"Se necesita sangre de los tipos A+, A- y AB- en los hospitales madrileños. http://t.co/dffX86l5",156331736467386368,N
"La 5a Edición muy pronto “@Riki2576: Quiero leer el libro de @pedroj_ramirez pero los reyes no lo encontraron, y yo tampoco!!!”",156348605396041728,P
"gracias “@gonzalo_abadia: Poco a poco, haciéndome con bananity.com... gran proyecto @Buenafuente !!”",156431083976667136,P
"Si si, siempre es eso...Valenciano: La acusación contra el hijo de Chaves es otra campaña contra él http://t.co/gEiGEzHg",156433228998262785,N
"Táctica socialista: pillan a uno de ellos metiéndose el dinero del paro por la nariz y responden ""son todos iguales"" ¡Vaya!",156471580027920384,N
"@marodriguezb @estherpalomera @linternacope Y ese, quien es?",156483302818185217,NONE
@marodriguezb @gonzalodlaguard Jejeje!! Muac,156484668001222657,P
Mil gracias por vuestras felicitaciones!!! #MasViejos #MasSabios?,156606336073871360,P
"A mas d 3días la fiabilidad en las previsiones baja mucho,pero a día d hoy los modelos muestran q los últimos días d enero van a ser gélidos",156623746743021568,N
En @poloniatv3 estrenando nuevo personaje. El ministro DE GUINDOS!! Veremos q tal recortamos...;)),156626456783503363,P
"El euro abre al alza en el mercado de divisas de Fráncfort. Se cambia a 1,2790 dólares frente a los 1,2739 de la jornada anterior",156637959242784768,P
"#forumeuropa @pacodelatorrep "" en España se ha reaccionado tarde respecto a la crisis""",156652590568968192,N
"Sobre MARI CARMEN CHACÓN... RT @santigonzalez10 Es Mari Carmen, dijeron todos... http://t.co/PDphXvuS",156657520339992577,NONE
Cuando jodan las moscas.... no te quedes ahi/// When a fly bothers... dont just stay there ➜ http://t.co/NISfVy86,156657766973448193,N
. @PepeGrinan elude pronunciarse y Canal Sur ni le pregunta. Viva la transparencia!!!  http://t.co/K3WRbtdC,156692756704673792,N
@AlexdelaIglesia @sanchezarevalo @fertejerom @atorrem @quimyo y otros muchos,156694463299846144,NONE
Cambio de programa http://t.co/tfWfqbaG,156713313080836096,NONE
En el Ayuntamiento queremos que la Universidad de Salamanca (USAL) siga creciendo en nuestro término municipal.  http://t.co/nDPU5RI6,156747125080858624,P
". @MarianoRajoy justifica subida ""dura y dolorosa"" del IRPF porque ""no quedaba otr... http://t.co/Yahcx5Wm vía @youtube",156766657484828673,N
"""Os pido el apoyo para un proyecto nuevo en una sociedad que cambia"".",156795850931175424,P
"Me no entender “@TrasgodeGaceta:  Ya has oído a mi Dama, que empieza a seguirme siempre cada dos días ;)” @Suanzes",156849984757702656,NONE
Buenos días a todos!,156991787796402176,P
"Alonso responde a Montoro. Rubalcaba escucha, como Chacón, para no partir con ventaja en la batalla por el PSOE. #Congreso",157039673452146688,P
"Montoro responde a alonso: ""los tòpicos no le dejan ver el presente ni el futuro""",157043271825227776,N
. @margadcm  será portavoz adjunta de Turismo y España de la Comisión de Toledo  http://t.co/pg1a1Zkh,157095852148666368,NONE
Duelo de fabricantes de chips http://t.co/j9hvSCGf,157155467452358657,NONE
Os dejo la entrevista que me han hecho hoy en #COPE #Asturias para hablar de los Presupuestos Generales del Principado http://t.co/Fph9r8Ix,157183273137741826,NONE
Somosaguas Place! Hahahahahahahahah genial! @LosClones me muero de la risa! Hahahahaha brutal,157204073735655424,P
Pero q cosas dice Carmen Chacón! Necesita un diccionario interactivo para traducirse a si misma sus declaraciones. @Gato_directo,157209029876269057,N
Partidos politicos egicios se comprometen a proteger las libertades fundamentales en la nueva Constitucion.Que asi sea http://t.co/mH8coCMs,157210225156440065,P
"Son tremendos! Viva el mundo Lion!!!“@TheCoolHatter: Y con estos, te atreves? #metocuñitadepubli XDD http://t.co/alLstWcc”",157345806649794560,P
"Si RT @imama_: @mariviromero @elmundoes Bah¡ Si puso la mano en el fuego por Blanco, para los falsos ERES va tener que quemarse a lo bonzo.",157445613104013312,N
326.900 € inversión Junta y el 30% restante (148.151) lo finació el @aytosalamanca. La cantidad total se pagó en diciembre de 2010.,157460447140917249,NONE
"EL DIGITAL cierra 2011 con un espectacular incremento de visitas  @eldigitalcastillalamancha felicidades, el mejor reconocimiento d lectores",157584187854041089,P
"Después del Rajuste a asalariados y clases medias, afilan los cuchillos para cercenar derechos a trabajadores. Más contrato y despido basura",157698562715697152,N
"Hoy despedimos a nuestro compañero y amigo Buján , a las 10horas en el  tanatorio de Oviedo.",157700371727396864,N
"Si de los 20 mil millones de euros de desviación del déficit, 15 mil millones corresponden a las CCAA...conocía o no el PP el déficit real?",157725128057298944,N
La Unión de Periodistas de Rusia denuncian las constantes presiones q reciben algunos medios por parte de asesores de comunicación política,157726000468336641,N
Por fin funciona esto!!! ;-)) (@ Ayuntamiento de Málaga w/ @jesusespino) http://t.co/830giT0u,157755294095650816,P
Me encanta la banda sonora de La Bola de Cristal en @CadenaSERMalaga c/c @negea_ @jjblanesmalaga @jmatencia,157799083677978625,P
"Standard & Poor's también rebaja la nota de la deuda de España, tras quitar la triple AAA a Francia. Mas informacion en RTVE.es",157918161667244032,N
La Meca Medina en Talgo.Ingenieria española.Vencer a la arena.Enhorabuena.Podemos.,158138434760867840,P
RT @javielo709: @paurubio Por Favor Retweet Fans X Donacion PayPal javiervives709@hotmailcom Favor Ayudar Familia ... http://t.co/lx6eXeah,158229589364191235,P
España le debe mucho a Andalucía. Si el psoe no hubiese tenido una mayoría allí el Estado de Bienestar no hubiera sido posible #rubalcaba38,158240867872817152,P
Estoy en la Opera Bastille. Vamos a ver a Nathalie Dessaye en Manon. No es tan guapa como Netrebko pero canta por lo menos igual de bien.,158254409753702400,P
"@iescolar @jordiglez @elisabeni @antoniomiguelc Suerte a todos. Os pondré nota, jeje",158274295229988865,P
"ME GUSTA EXTREMADURA, Parque Nacional de Monfragüe... #megustaextremadura http://t.co/77J6aZNZ",158309566801657856,P
"S&P rebaja calificaciones señalando q el problema en Europa es uno, falta d crecimiento y lo q se hace, austeridad pública, es perjudicial.",158449395245924352,N
"Para España, S&P, dice q el riesgo actual para solvencia proviene del endeudamiento externo PRIVADO.",158449840962015233,N
".@Tonicanto1 Muchas gracias Toni, me voy a dejar la piel trabajando para los madrileños. Un abrazo :-)",158490514608500736,P
El talento español busca refugio en la City http://t.co/VPxvlOTI,158490525954093056,P
Vamos! #elcambioandaluz (@ El Cambio Andaluz) [pic]: http://t.co/NH9bFM5I,158490714462879744,P
"Ya está bien de agitar bajas pasiones, juicios paralelos y hacer política manipulando sentimientos. El cambio de ley no tiene nada que ver",158498148350820352,N
Compartimos un artículo de opinión de Ángel Luna en @informacion_es http://t.co/StBXX1IY,158499927595552769,P
"1 visita de Rajoy:Marruecos. Hablarán del Sahara Occ,d derechos humanos,dl referéndum,dl expolio de reservas naturales? http://t.co/hBT9PLJT",158511728131457025,N
"""Tenemos una situación difícil. Votad pensando en la mejor persona para el partido, no votéis contra nadie. Así ganará el @PSOE""",158512947881185280,NEU
"Urdanga y Carcaño,¿epítomes de lo que está pasando en la Justicia española?",158519254113730562,NEU
"""No puedo ser objetivo, pero siempre he respetado a la gente que está dispuesta a arriesgarse a fracasar por probar algo nuevo...",158600167602401280,P
Y lo peor sera ver a esta izq progre y desfigurada retirando carnets d democratas a quienes defendamos a un padre de nuestra constitucion,158695377112006656,N
Brillante exposición sobre turismo y los nuevos retos de @eliasbendodo en #forojoly,158831347656437760,P
"El próximo Toisón para la Guardia Civil, digo yo...",158883563985575936,P
A Don Manuel Fraga Iribarne : gracias eternas « el Blog de Mariví Romero http://t.co/ERMQEAmk,158883911936647169,P
"Villaobos defiende las medidas del Gobierno porque ""los sacrificios recaen en los que más tienen"" - YouTube http://t.co/wqUTxBwY",158909609795518465,P
SS.MM Los Reyes y SAR la Infanta Elena han visitado esta tarde la capilla ardiente de #Fraga,158965564604289024,N
La prima de riesgo de Portugal se dispara hasta los 1.241 puntos base.Totalmente insensato!,158985082873462784,N
Todas lo son. Y por eso se emiten y se escuchan RT @mluzg: la opinión de ese oyente era esencial en el día de hoy,158991846763266048,P
"De momento solo unos cuantos periodistas en el Supremo, pero hay acreditados 200 #juicioGarzon",159182412516048896,NEU
En el blog: El respeto a los muertos http://t.co/xl042w1a,159186037988528128,P
Monti continua insistiendo Hay que bajar el coste de la financiación de la deuda y a bria algún espacio al crecimiento.,159238830296268800,P
¿Por qué Moncloa obliga a los periodistas a estar una hora y cuarto antes de una rueda de prensa de Rajoy que va a durar 10 minutos?,159248873041313793,N
El sábado firmo #ElPrimerNaufragio  a las 12 en ECI de Avda. Andalucía. No faltes “@albertocoves: ¿Cuando se pasará por Málaga?,159310440625750016,P
Me gusta. MT: @navarragob: Gobierno de Navarra presenta una app para móviles que permite comunicar incidencias http://t.co/DwKQSXtR,159341077164343296,P
Ya!,159364227549765633,NONE
Pues la verdad es que no se me ocurre nada original...buenos días!!,159503524319862785,NEU
Y su responsabilidad? @PepeGrinan admite que el caso de los ERE puede tener un coste electoral «grande» http://t.co/DTeeck2l,159574163433074688,N
Hay movida interna entre los líderes del PP de la Comunidad Valenciana con Rajoy. Lo cuenta Levante. http://t.co/GCMW2nDI,159598214624976896,N
. @margadcm Feliz dia amiga ;-)),159613085915693056,P
"Tipo 'afortunado': capitán de crucero, naufraga, tropieza y cae ""en un bote salvavidas"". Lo cuenta @danidelpino http://t.co/VJjbXWx2",159685108369076226,P
"""Gracias por los cuatro años en los que me acompañasteis como diputado por Cádiz, me hicisteis un socialista andaluz y eso es inolvidable""",159692694392807425,P
@arsenioescolar No puede aclararlo pq no lo han decidido. Puede q ni sean penales...,159708730773082112,N
¿Será diferente el Madrid/Barça de hoy? Creo que si. El Madrid jugará con menos presión ¿Vencerá Mou el miedo escénico?,159712038006964225,P
Por qué no le gana Mou al Barça? Porque cree que se le puede ganar jugando peor,159774865711312896,N
"Hoy promocionando ""Jack y su gemela"" he tenido un día poco tuitero... http://t.co/Q7SJN15Y",159806924538384384,NEU
"Garzón describe en detalle cómo la trama Gürtel movía el dinero desde la cárcel. Según el, para eso eran las escuchas.",159875751171207168,N
Portada El Mundo http://t.co/K84M0mr4 ...,159895512517058560,NONE
;-)))))) RT @twiterospp: Marivi Romero Pérez @mariviromero está en twitterospartidopopular.es http://t.co/HyZPrWFv,159914608889569281,NONE
De la Torre exige a la Junta información completa sobre el último tramo del metro  http://t.co/cU7Dptms via @elmundoes,159916046420164608,N
Jorge Hernández Mollar es nombrado como subdelegado del Gobierno en Málaga  http://t.co/5KLXCsoM via @elmundoes,159916295498891264,P
Las excusas de @albertofabra http://t.co/uY0gtmbf  Vía @otromundoesposi,159932554512830464,N
Buenas noticias en la subasta de hoy.Objetivos cumplidos.!!!.,159938647066554368,P
"RT @ccifuentes: Reunión de delegados, presidida por la vicepresidenta del Gobierno  @Sorayapp  http://t.co/eMahCsCj",159965660770869250,NONE
Muy bueno este post de @solucionsalina: Debajo de la cama http://t.co/AcpMo3Ni,159985372007378944,P
"Garzón, nervioso, sobrepasa sus atribuciones al dirigirse a Choclán. El presidente del Tribunal le llama la atención...",160039503489269760,N
"Mañana presentamos el libro de los treinta  años de la FADSP, en defensa de la sanidad pública. Más necesarias que nunca,  la una y la otra.",160071601013002242,P
Bdías! inaceptable y grotesco.. mi columna hoy en @LARAZON_es sobre el caso del ordenador y el pupitre.. q cosas! el casohttp://goo.gl/SEST7,160281769822785536,N
Reformaremos la administración para que esté al servicio del empleo y de los andaluces. La austeridad será una de las regla de oro.,160322125679431680,P
"Otro #FF para ti ;-))) RT @Milamorr: #FF a mi rubia, a la que adoro ^^ @mariviromero",160326201771163648,P
"Un #FF gigante para mis Fantásticos Followercetes!(incluso para los mas quejicas y ""cañeros"")",160367825461063682,P
Enhorabuena a @adsuara por su nombramiento al frente de Red.es. Él sabe un huevo del tema.,160378389398700032,P
Más de nueve millones de turistas visitaron la Costa del Sol en 2011 http://t.co/EcrjTDRL @eliasbendodo,160406736358998016,P
"“@FelipeAlcarazM: Volved a los camarotes, gritó el capitán Rajoy, esto lo arreglamos entre unos pocos.”",160483108318224385,N
De vuelta RT @esthervargasc: #FF @pattycoronel @PatyGallardo @cabralita @byuste @blancabarca @mfunes @bjuarezh @ElMenjivar @VeroEgui,160489199932407808,P
eso tb “@pulgui123:No será que quien tiene que cambiar el modelo son los del cine y la farándula y cobrar un poco menos por los contenidos?”,160758179603554304,N
PASARLO BIEN! OS QUIERO DE CORAZON! GRACIAS POR TANTO Y TAN BUENO!;-),160786150859083776,P
Mañana en la edición de la comunidad valenciana de EM un reportaje sobre los escenarios de La Trampa. Un libro con sabor levantino.,160857658012876801,P
"@LosadaPescador nooo! Que se queden allí. Seguro que los cuidan mejor. Para eso se refugian en este país, no? Ea, pues eso: Francia forever.",161025727754534913,P
"La necesidad agudiza el ingenio. Y si no, mirad a este ""estudiante"" http://t.co/p7vZCDUS",161038377540534272,P
"No fue sólo un crimen. Su testimonio y la respuesta de los trabajadores y estudiantes, con el PCE y CCOO derrotaron la conjura fascio-gladio",161047029903147011,NEU
¡Que curioso! Unos se retiran de TW y otros aparecen. Unos ahora no quieren opinar y otros desean opinar. ¿Por qué será?,161079543036252160,NEU
"Y ésta, única en Madrid, no es del Canal Isabel II http://t.co/cVQSGjuW",161098667732910081,P
La democracia interna d un partido nunca ha de verse como debilidad. Los votos deciden y su veredicto dará cohesión y fortaleza al PSOE,161157097856319488,P
Muy fuerte eso RT @a_pascual_m: @mariviromero la presidenta del @PSOE no sale elegida compromisario a su congreso federal,161182959431454720,N
"MºEconomía,Luis d Guindos,presenta en Bruselas las medidas q prepara el Gobierno para reducir el déficit al 4,4% este año y al 3% el q viene",161326177682849793,P
"""Me preocupa que en este periodo congresual el mensaje que llegue a la ciudadanía no sea el de las ideas"" http://t.co/i1BPa8yI",161361826792218624,N
"""De este congreso no vamos a salir igual, tenemos que salir más de izquierdas, más claros, #másSOCIALISMO""",161364198075547648,P
Gracias por RT @anyoanyo59: Andalucía no es patrimonio de nadie  http://t.co/t8HQme5g vía @mariviromero,161380810396672002,P
El Gob. del PSOE confunde la crítica a su política económica con un ataque a Andalucía. Lo que realmente daña a #Andalucía son #ERE falsos,161418312197218306,N
En unos minutos empezamos el debate en @mananascuatro con @Vallvey @elisabeni y @FjaureguiC con @mrtfernandez Y el pais al borde del colapso,161423920661135361,N
Otro de mi parte. “@Borja_Semper: Un abrazo en esta época tan complicada. Ánimo @yolanda_glez y @mjguemes”,161530540833517568,P
Las guitarras cuchichean en corrillos. http://t.co/pNY78p8o,161660725771780096,P
"En 2012, habrá 200 millones d parados en el mundo, 27 millones se pueden achacar directamente a crisis, datos Org. Internacional del Trabajo",161708663042621440,N
Buenos días vecinillos twitteros!!,161714419666137091,P
La economía sigue mandando. Parece que hay avances en la reforma laboral. En el #TD1 contaremos también la reunión del ecofin en Bruselas.,161752066581204993,P
Sobre la propuesta de @UPyD al premio Nobel de la paz http://t.co/8srkSo9E,161873681935630337,P
"Mañana en #losdesayunosdetve primera entrevista en televisión con el ministro de economía, Luis de Guindos. http://t.co/dVHqWg1D",161879346620014592,P
Alierta agradece el impulso del gobierno para fomentar la internacionalización empresarial @TelediarioInter 20:30,161879612526309376,P
Ya estoy conectado con el Real. Si alguien tiene alguna duda o problema de acceso que llame al 902 999 980.,161885251998720000,NEU
@sanchez_sonia @jsdfrancisco @salomega @pedroj_ramirez @sorayapp gracias Sonia.,161888642984443906,P
Recortes y reformas estructurales sigue siendo la receta del Gobierno. Rajoy ya va de vuelta a España,161909165852336128,N
"Las hamburguesas de butifarra de Mas Gourmets, un bocado irresistible en Madrid Fusión. http://t.co/yQs0bsFU",161930535936069633,P
"RT ""@kurioso: ""Mi niño no se vacuna""... Multas y sanciones penales para los padres que no vacunen a sus hijos... http://t.co/tkj1aXSJ""",161930862894653440,N
"Al fin, gracias Lucia. Que pesad@s son algun@s, a fuerzas quieren meterme en el ruido. Gracias (cont) http://t.co/KOH9khhn",161931186384551936,NEU
"Tras su reunión con el primer ministro portugués, Pedro Passos Coelho, el presidente del Gobierno ha afirmado: http://t.co/0nIQsEFk",161944662242897920,NONE
Los invitados de Michelle http://t.co/Vx2UJPl2 via @elmundoes,162079078164340736,NONE
Encendido debate en @ABCPuntoRadio sobre si los jueces serán más independientes si nuestros parlamentarios no los eligen ¿Qué opináis?,162082436992344064,NEU
"El blog de @mariarojo82  dietas sanas, nutrición y falsos mitos | Dietas sin milagros - Blog diariosur.es http://t.co/LrAmWEpI",162087819748184064,P
#Malaga mantiene viva su demanda sobre el corredor del Mediterráneo: http://t.co/M0OJxzMg vía @malagahoy_es,162094007470661632,P
"Gallardón cita la reforma de la ley del aborto como ""la más importante"", se tramitara en la comisión de Justicia",162111539518767105,P
"Y como siempre, doy mi enhorabuena al campeón, felicidades al Barça.",162310599450177536,P
"“@anestraat: Sabía que eras (un) grande, pero no tan alto. Menuda clase para pasar el maletín en el escáner de Sants.” La próxima, saluda.",162435362264854528,P
"Arenas interpela si el déficit real de la Junta de Andalucía puede alcanzar el 2,6% en 2011 | Andalucía | elmundo.es http://t.co/47FVSNIy",162446761061908480,P
La Mancomunidad de la Axarquía critica la inversión en la Costa del Sol Occidental @OscarMedinaPP http://t.co/DnMIxNkI,162448838739771393,N
Me encanta que cada vez más malagueños tengamos acceso libre y gratuito a internet ;-)) @malaga http://t.co/M0vlLEeN,162459166307385344,P
"La EPA de mañana cifra el paro en 5.400.000 personas, avanza Montoro http://t.co/dX2myirr",162471178689191936,N
El @PPAndaluz reta a la Junta a denunciar las comisiones de los ERE  http://t.co/Y1OP7m4V No lo haran: son los protagonistas @pepegrinan,162473444825505792,N
"45 grados bajo cero en Mongolia. Tal y como está el patio, mejor hablar del tiempo...",162490602209017856,N
La definitiva?? Belén Esteban luce una sospechosa barriguita http://t.co/cfe1utGV,162513808999460864,P
Voy a comer familia! Un fuerte abrazo!;-),162534769773641729,P
Merkel apoya la propuesta que España llevará al consejo europeo de invertir en fomento del empleo los excedentes de los fondos europeos.,162536522275504131,P
Un pasito cada día... Hasta la revisión del objetivo de #déficit http://t.co/52mg8d7w,162562477094223873,P
Desde 3 distintos “@DaveNeWaza: @pedroj_ramirez ¿desde cuántos dispositivos con la misma cuenta se puede acceder a Orbyt?”,162574424015511552,P
". #plenoMLG "" en 9 años el @cacmalaga  50 de los 250 mejores artistas del mundo han expuesto aqui "" @CanedaDamian",162604967855788032,P
Veremos el resultado de las políticas aplicadas por el PP para cumplir el compromiso de que en 100 días habría más empleo juvenil y femenino,162623003702738944,P
"Los acuerdos sociales, yendo x buen camino, están tan lejos d lo necesario q dudo si sindicatos y patronal conocen la gravedad del momento.",162802867714007040,N
"Bon dia, buenos días hoy entrenamos x la tarde, ahora café con @putxi9",162814721614020608,P
"De verdad de que tal y como van los cosas con #Garzón, ninguno de los q lo defiende atacando a la Justicia, cree que quizá hizo algo mal?",162870943285391360,N
. @diputacionMLG participa en un programa europeo con Jordania e Israel sobre prevención de contaminación en acuíferos http://t.co/gQyNygZt,162901728159735808,P
"¿Por qué escandaliza tanto que el jurado de Camps sea ágrafo, además de popular? Es el 'hoygan' medio en un país donde apenas se lee.",162947672637063168,NEU
"Patxi López dice que ha visto ""cuando menos receptivo"" al presidente Rajoy sobre la nueva política penitenciaria para este tiempo nuevo.",162971356697337857,P
"Una belleza de foto, llena de significado RT @mirivc: @AlejandroSanz en está salimos mi hija y yo (cont) http://t.co/tncEaqg0",162987498224631808,P
"El roce hace el cariño “@SirNisvenson: Hace un año odiaba a @pedroj_, ahora, no es que le quiera aún, pero tengo Orbyt y me hace RT varios.”",162994423016333312,NEU
Jajaja. No creo un besito RT @asanzvenezuela: RT @Carolsanz: @AlejandroSanz a ver si un día te (cont) http://t.co/XOHLINIX,163016499945148416,P
"Curiosidad del insomne: si con ajustes y reforma laboral anteriores el paro se dispara, ¿por qué va a reducirse con más de lo mismo?",163058161106944001,N
"Conferencia Nacional del P. Comunista de Cuba. El partido sigue siendo ""la fuerza rectora de la sociedad cubana"". ¿Habrá gestos de apertura?",163311344291037184,P
Baltasar Garzón responde duramente al auto del juez Marchena. http://t.co/NS78n6xH,163367004919705601,N
La Comunidad destina más de siete millones en ayudas a deportistas y clubes este año http://t.co/AB2ihC9G,163654512790355968,P
"Ojo que ya sólo quedan 4 horas de la súperpromo de Orbyt. Pronto habrá novedades que os obligarán a suscribiros, sólo que más caro.",163696464650973184,P
Tras pasar la tarde con MTCampos y su fantástico equipo en #QTTF cambio d plató y a @informativost5 Mucho q contar. Os esperamos a las 20.58,163706851295375360,P
La eurozona como protectorado . El gobierno alemán pasa de la intervención a la ocupación de Grecia.,163878194926198784,N
Rajoy le saca a la Comisión una compensación vía fondos por la ruptura del acuerdo pesquero del Parlamento.,163960390005440512,P
Reunión de la ejecutiva de IU sobre los últimos datos de paro masivo y la movilización contra la política de ajustes.,163975030252900352,N
"Viene una ola de frío siberiano. (Nota para alumnos de la LOGSE: Siberia está en Rusia, allí hace un notable frío, abríguense).",163986048534331393,N
"#Rajoy mantiene un reunión bilateral con la primera ministra danesa, presidenta de turno de la Unión, antes el consejo europeo.",163986740045037568,NONE
El Supremo deniega a Garzón las últimas pruebas que solicitó en su defensa en la causa por los cobros en NY http://t.co/9GHKWuOE,164003339070210048,N
